erɣ	N	erɣ.	N_odd	песня	song	x	
erɣ	V	erɣ.	V_odd	петь	sing	x	
ete	N	ete.	N_even	ночь	night	x	
eti	N	eti.	N_even	ночью	at.night	x	
eti	V	eti.	V_even	вечер	evening	x	
eti	V	eti.	V_even	ночью	at.night	x	
eŋkaj	N	eŋkaj.	N_even	слуга	servant	c	
i	N	i.	N_odd	ADD		x	
is	V	is.	V_odd	приземлиться	land	x	
iti	N	iti.	N_even	вечер	evening	x	
iti	V	iti.	V_even	вечер	evening	x	
ižwer	N	ižwer.	N_even	зверь	animal	x	
ja	N	ja.	N_odd	EMPH		x	
ja	N	ja.	N_odd	PTCL		x	
ja	N	ja.	N_odd	же	isn't.it	x	
jakt	V	jakt.	V_odd	делить	divide	x	
jal	V	jal.	V_odd	сходить	go	x	
jal	V	jal.	V_odd	ходить	walk	x	
jal	V	jal.	V_odd	шагать	step	x	
jala	V	jala.	V_even	ездить	ride	x	
jalp	N	jalp.	N_odd	святой	holy	x	
jalp	N	jalp.	N_odd	священный	sacred	x	
jalpəŋ	ADJ	jalpəŋ.|jalpŋ.	ADJ_even	святой	holy	x	
jalpəŋ	ADJ	jalpəŋ.|jalpŋ.	ADJ_even	священный	sacred	x	
jan	ADJ	jan.	ADJ_odd	большой	big	x	
jan	N	jan.	N_odd	большой	big	x	
jan	N	jan.	N_odd	река	river	x	
janiɣ	ADJ	janiɣ.	ADJ_even	Большой		x	
janiɣ	ADJ	janiɣ.	ADJ_even	большой	big	x	
janiɣ	N	janiɣ.	N_even	большой	big	x	
janiɣ	V	janiɣ.	V_even	большой	big	x	
janəɣ	V	janəɣ.|janɣ.	V_even	большой	big	x	
janɣ	N	janɣ.	N_odd	большой	big	x	
jarum	N	jarum.	N_even	беда	trouble	x	
jat	N	jat.	N_odd	середина	middle	x	
jaŋk	N	jaŋk.	N_odd	белый	white	x	
jaŋk	N	jaŋk.	N_odd	белый/лёд		x	
jaɣaɣi	N	jaɣaɣi.	N_odd	сестра	sister	x	
jaɣpiɣ	N	jaɣpiɣ.	N_even	брат	brother	x	
jaɣāɣi	N	jaɣāɣi.	N_odd	сестра	sister	x	
jekwar	N	jekwar.	N_even	корень	root	c	
jemt	V	jemt.	V_odd	случаться	happen	x	
jemt	V	jemt.	V_odd	стать	become	x	
ji	V	ji.	V_odd	войти	enter	x	
ji	V	ji.	V_odd	прийти	come	x	
jik	N	jik.	N_odd	валежник	windfall	c	
jipəɣ	N	jipəɣ.|jipɣ.	N_even	филин	eagle.owl	x	
jis	N	jis.	N_odd	древний	ancient	x	
jiti	N	jiti.	N_even	ночь	night	x	
jiw	N	jiw.	N_odd	Дерево		x	
jol	N	jol.	N_odd	внизу	below	x	
jol	N	jol.	N_odd	сидение	seat	x	
jola	N	jola.	N_even	вниз	down	x	
jom	V	jom.	V_odd	идти	go	x	
jomas	ADJ	jomas.	ADJ_even	Хороший		x	
jomas	N	jomas.	N_even	хорошо	well	x	
jomaɕ	N	jomaɕ.	N_even	хорошо	well	x	
jomɕakw	N	jomɕakw.	N_even	хорошенько	thoroughly	x	
jor	V	jor.	V_odd	медленность	slowness	x	
jos	N	jos.	N_odd	сокол	falcon	c	
josa	N	josa.	N_even	лыжи	skis	x	
jowt	N	jowt.	N_odd	лук	bow	x	
jowt	N	jowt.	N_odd	стрела	arrow	x	
jox	V	jox.	V_odd	вращаться	rotate	x	
joxt	V	joxt.	V_odd	идти	go	x	
joxt	V	joxt.	V_odd	ходить	walk	x	
joxte	V	joxte.	V_even	прийти	come	x	
joŋx	V	joŋx.	V_odd	вращаться	rotate	x	
joŋx	V	joŋx.	V_odd	кружиться	spin	x	
jóxt	V	jóxt.	V_odd	прийти	come	x	
jóŋx	V	jóŋx.	V_odd	кружиться	spin	x	
ju	N	ju.	N_odd	зад	back	x	
ju	V	ju.	V_odd	идти	go	x	
jui	N	jui.	N_even	внутрь	inside	x	
jui	N	jui.	N_even	зад	back	x	
jui	N	jui.	N_even	назад	back	x	
jui	N	jui.	N_even	сзади	behind	x	
juji	N	juji.	N_even	зад	back	x	
jun	V	jun.	V_odd	дома	at.home	x	
junt	N	junt.	N_odd	шить	sew	x	
jurɕ	V	jurɕ.	V_odd	подружить	befriend	x	
juw	N	juw.	N_odd	3SG		x	
juw	N	juw.	N_odd	Внутрь		x	
juw	N	juw.	N_odd	мука	flour	x	
juw	N	juw.	N_odd	назад	back	x	
juw	N	juw.	N_odd	сторону		x	
juw	V	juw.	V_odd	идти	go	x	
juwlè	N	juwlè.	N_odd	назад	back	x	
jī	V	jī.	V_odd	идти	walk	x	
jōm	V	jōm.	V_odd	идти	go	x	
jōnɣ	V	jōnɣ.	V_odd	играть	play	x	
jōnɣəŋt	V	jōnɣəŋt.|jōnɣŋt.	V_even	наигрывать	play	x	
kaj	N	kaj.	N_odd	эй	hey	x	
kaj	V	kaj.	V_odd	баловаться	play.around	c	
kal'	N	kal'.	N_odd	самка	female	c	
kan	N	kan.	N_odd	площадь	square	x	
kan	V	kan.	V_odd	зло	evil	x	
kan'ɕ	V	kan'ɕ.	V_odd	сохнуть	dry	x	
kant	N	kant.	N_odd	зло	evil	x	
kant	V	kant.	V_odd	зло	evil	x	
kapaj	ADJ	kapaj.	ADJ_even	великий	great	x	
kapjan	N	kapjan.	N_even	капьян	kapyan	x	
kars	N	kars.	N_odd	высокий	tall	x	
kasal	V	kasal.	V_even	замечать	notice	x	
kastak	N	kastak.	N_even	стол	table	c	
kat	N	kat.	N_odd	рука	hand	x	
kat	N	kat.	N_odd	руки	hands	x	
ke	N	ke.	N_odd	3SG		x	
ke	N	ke.	N_odd	если	if	x	
kem	N	kem.	N_odd	манера	manner	x	
kem	N	kem.	N_odd	энергия/APPR		x	
kem	X	kem.//kēm	X_odd	APPR	APPR	x	
ker	V	ker.	V_odd	запрячь	harness	x	
ket	V	ket.	V_odd	послать	send	x	
keŋən	N	keŋən.|keŋn.	N_even	пуговица	button	c	
kins	V	kins.	V_odd	отыскивать	search	x	
kirtəx	N	kirtəx.|kirtx.	N_even	Киртых		c	
kis	V	kis.	V_odd	искать	search	x	
kislakw	N	kislakw.	N_even	кругом	around	x	
kismaj	V	kismaj.	V_even	рыть	dig	x	
kisɣ	N	kisɣ.	N_odd	свистеть	whistle	x	
kit	N	kit.	N_odd	две	two	x	
kit	V	kit.	V_odd	спросить	ask	x	
kitt	N	kitt.	N_odd	два	two	x	
kitxujplow	V	kitxujplow.	V_odd	двенадцать	twelve	x	
kitəntiɣ	N	kitəntiɣ.	N_odd	вторично	secondary	x	
kitəɣ	V	kitəɣ.|kitɣ.	V_even	два	two	x	
kitəɣl	V	kitəɣl.|kitɣl.	V_even	спрашивать	ask	x	
kitɣ	V	kitɣ.	V_odd	два	two	x	
kiw	N	kiw.	N_odd	камень	stone	x	
kiwer	N	kiwer.	N_even	нутро	insides	x	
kona	N	kona.	N_even	наружу	outside	x	
kona	N	kona.	N_even	снаружи	outside	x	
kos	N	kos.	N_odd	вместе	together	x	
kos	N	kos.	N_odd	коготь	claw	x	
kos	N	kos.	N_odd	хоть	at.least	x	
kotli	N	kotli.	N_even	середина	middle	x	
koɕaj	V	koɕaj.	V_even	хозяин	host	x	
kupn	ADJ	kupn.	ADJ_odd	лёгкий	light	x	
kur	N	kur.	N_odd	печка	stove	x	
kuraɕ	N	kuraɕ.	N_even	веник	broom	c	
kut'uw	N	kut'uw.	N_even	хозяин	host	x	
kwal	V	kwal.	V_odd	вставать	get.up	x	
kwal	V	kwal.	V_odd	встать	stand	x	
kwal	V	kwal.	V_odd	выйти	go.out	x	
kwaləɣ	N	kwaləɣ.|kwalɣ.	N_even	верёвка	rope	x	
kwalɣ	V	kwalɣ.	V_odd	сказать	say	x	
kys	V	kys.	V_even	хотеть	want	x	
kēləɣ	N	kēləɣ.|kēlɣ.	N_even	болото	swamp	x	
kēm	N	kēm.	N_odd	APPR		x	
kēr	N	kēr.	N_odd	железо	iron	x	
l	V	l.	V_even	стрелять	shoot	x	
l'ap	N	l'ap.	N_odd	близко	close	x	
l'aɣ	V	l'aɣ.	V_odd	говорить	speak	x	
l'ou	N	l'ou.	N_even	лев	lion	x	
l'ox	N	l'ox.	N_odd	дорога	road	x	
l'oŋx	N	l'oŋx.	N_odd	дорога	road	x	
l'ul	V	l'ul.	V_odd	стоять	stand	x	
l'ul'	ADJ	l'ul'.	ADJ_odd	плохой	bad	x	
l'ul'	N	l'ul'.	N_odd	плохо	bad	x	
l'ul'	N	l'ul'.	N_odd	стоять	stand	x	
l'ul'	V	l'ul'.	V_odd	стоять	stand	x	
l'ul'səŋ	N	l'ul'səŋ.|l'ul'sŋ.	N_even	плохо	bad	x	
l'un's	V	l'un's.	V_odd	Плакать		x	
l'un'ɕ	V	l'un'ɕ.	V_odd	плакать	cry	x	
l'unɕ'	V	l'unɕ'.	V_odd	плакать	cry	x	
l'ōŋx	V	l'ōŋx.	V_odd	путь	path	x	
l'ūl	V	l'ūl.	V_odd	встать	stand	x	
l'ūl	V	l'ūl.	V_odd	стоять	stand	x	
l'ūl'	V	l'ūl'.	V_odd	встать	stand	x	
laj	V	laj.	V_odd	бросить	throw	x	
laj	V	laj.	V_odd	стрелять	shoot	x	
laps	V	laps.	V_odd	взлететь	take.off	x	
lapsa	V	lapsa.	V_even	подниматься	rise	x	
lar	V	lar.	V_odd	крутиться	turn	x	
law	N	law.	N_odd	ненависть	hatred	x	
law	V	law.	V_odd	Говорить		x	
law	V	law.	V_odd	верёвка	rope	x	
law	V	law.	V_odd	говорить	speak	x	
law	V	law.	V_odd	сказать	say	x	
lawlt	V	lawlt.	V_odd	говорить	speak	x	
laws	N	laws.	N_odd	обещание	promise	x	
laws	V	laws.	V_odd	говорить	speak	x	
laɣl	N	laɣl.	N_odd	ноги	legs	x	
laɣəl	N	laɣəl.|laɣl.	N_even	ноги	legs	x	
lep	N	lep.	N_odd	покрыть	cover	x	
lep	V	lep.	V_odd	покрыть	cover	x	
lew	V	lew.	V_odd	вытащить	pull.out	x	
leŋn	N	leŋn.	N_odd	белка	squirrel	x	
leŋxn	N	leŋxn.	N_odd	белка	squirrel	x	
leŋxən	N	leŋxən.|leŋxn.	N_even	белка	squirrel	x	
li	V	li.	V_odd	бросить	throw	x	
lil	N	lil.	N_odd	дыхание	breath	x	
lil	V	lil.	V_odd	дыхание	breath	x	
lili	N	lili.	N_even	жизнь	life	x	
lolta	N	lolta.	N_even	заплата		c	
lomij	V	lomij.	V_even	ползти	crawl	c	
lopi	N	lopi.	N_even	коряга	snag	c	
lopəl	N	lopəl.|lopl.	N_even	на	on	c	
lot	N	lot.	N_odd	ценность	value	c	
loŋ	V	loŋ.	V_odd	кричать	shout	x	
loŋi	N	loŋi.	N_even	собака	dog	x	
loŋx	N	loŋx.	N_odd	дорога	road	x	
loŋxal'ɕap	N	loŋxal'ɕap.	N_odd	колокольчик	bell	x	
loŋxit	V	loŋxit.	V_even	заболевать	fall.ill	x	
lui	N	lui.	N_even	север	north	x	
luli	N	luli.	N_even	гагара	loon	x	
lyw	N	lyw.	N_even	лошадь	horse	x	
lāɕ	N	lāɕ.	N_odd	медленно	slowly	x	
lāɕal	N	lāɕal.	N_even	медленно	slowly	x	
lēw	N	lēw.	N_odd	лев	lion	x	
lōŋxit	V	lōŋxit.	V_even	бить	hit	x	
lū	N	lū.	N_odd	кость	bone	x	
ləɣ	N	ləɣ.	N_odd	DISC		x	
ləɣt	N	ləɣt.	N_odd	DISC		x	
m	V	m.	V_even	дать	give	x	
ma	N	ma.	N_odd	земля	earth	x	
ma	V	ma.	V_odd	дать	give	x	
maj	N	maj.	N_odd	1PL		x	
maj	N	maj.	N_odd	ведь	isn't.it	x	
maj	V	maj.	V_odd	дать	give	x	
mal	N	mal.	N_odd	благосостоятельная	rich	x	
man	N	man.	N_odd	1PL		x	
man	N	man.	N_odd	2SG		x	
man	V	man.	V_odd	порвать	tear	x	
mana	N	mana.	N_even	Q		x	
manr	N	manr.	N_odd	что	what	x	
manur	N	manur.	N_even	что	what	x	
marl	V	marl.	V_odd	окружить	surround	c	
mas	V	mas.	V_odd	одевать	dress	x	
mas	V	mas.	V_odd	одеваться	get.dressed	x	
matər	N	matər.|matr.	N_even	INDEF		x	
maxr	N	maxr.	N_odd	мамонт	mammoth	x	
maɣum	N	maɣum.	N_even	народ	people	x	
mej	N	mej.	N_odd	1DU		x	
men	N	men.	N_odd	1DU		x	
men	N	men.	N_odd	OBL		x	
mesɣ	N	mesɣ.	N_odd	извилина	gyrus	x	
meŋki	N	meŋki.	N_even	1DU		x	
meŋkw	N	meŋkw.	N_odd	менкв	giant	x	
min	N	min.	N_odd	идти	go	x	
min	N	min.	N_odd	комната	room	x	
min	V	min.	V_odd	идти	go	x	
mina	V	mina.	V_even	идти	go	x	
mine	N	mine.	N_even	идти	go	x	
mir	N	mir.	N_odd	мис	Mis	x	
mir	N	mir.	N_odd	общество	society	x	
mis	N	mis.	N_odd	приведение	ghost	x	
mol	ADJ	mol.	ADJ_odd	прошлый	past	x	
mol	N	mol.	N_odd	прошлый	past	x	
mol'	N	mol'.	N_odd	скоро	soon	x	
mol'	V	mol'.	V_odd	скоро	soon	x	
mol'ax	N	mol'ax.	N_even	быстро	quickly	x	
mol'ax	V	mol'ax.	V_even	быстрый	fast	x	
moləŋ	ADJ	moləŋ.|molŋ.	ADJ_even	богатый	rich	x	
mont	N	mont.	N_odd	недавно	recently	x	
mor	ADJ	mor.	ADJ_odd	дряной	shabby	x	
mos	V	mos.	V_odd	болезнь	sickness	x	
mot	N	mot.	N_odd	другой	another	x	
motan	N	motan.	N_even	другой	another	x	
moɕ	N	moɕ.	N_odd	мало	little	x	
moɕ	V	moɕ.	V_odd	мало	little	x	
moɕne	N	moɕne.	N_even	Мощнэ		x	
moɕɕa	N	moɕɕa.	N_even	немного	a.little	x	
muj	V	muj.	V_odd	гость	guest	x	
mujle	N	mujle.	N_even	гость	guest	x	
muli	ADJ	muli.	ADJ_even	передний	front	x	
mulɣa	N	mulɣa.	N_even	вокруг	around	x	
muwəl	N	muwəl.|muwl.	N_even	вокруг	around	x	
muwər	N	muwər.|muwr.	N_odd	дубина	club	x	
mā	N	mā.	N_odd	место	place	x	
mām	N	mām.	N_odd	земля	earth	x	
mān	N	mān.	N_odd	или	or	x	
māna	ADJ	māna.	ADJ_even	какой	what.kind	x	
mōtan	ADJ	mōtan.	ADJ_even	другой	another	x	
mūwal	N	mūwal.	N_even	вокруг	around	x	
məɣəs	N	məɣəs.|məɣs.	N_even	для	for	x	
n'akɕ	V	n'akɕ.	V_odd	шлёпать	slap	c	
n'al	N	n'al.	N_odd	лук	bow	x	
n'al	N	n'al.	N_odd	стрела	arrow	x	
n'al	V	n'al.	V_odd	стрела	arrow	x	
n'ali	N	n'ali.	N_even	стрела	arrow	x	
n'allaŋ	N	n'allaŋ.	N_even	Няльтье		x	
n'aul	V	n'aul.	V_even	догнать	catch.up	x	
n'aul	V	n'aul.	V_even	погнать	chase	x	
n'aul	V	n'aul.	V_even	прогнать	chase.away	x	
n'awram	N	n'awram.	N_even	ребёнок	child	x	
n'awram	V	n'awram.	V_even	идти	go	x	
n'aŋra	N	n'aŋra.	N_even	суровый	harsh	x	
n'il	N	n'il.	N_odd	четыре	four	x	
n'ol	N	n'ol.	N_odd	мыс/нос		x	
n'or	V	n'or.	V_odd	гора	mountain	x	
n'owl'	N	n'owl'.	N_odd	мясо	meat	x	
n'owəl	N	n'owəl.|n'owl.	N_even	мясо	meat	x	
n'oxs	N	n'oxs.	N_odd	соболь	sable	x	
n'usm	N	n'usm.	N_odd	родственник	relative	c	
n'uw	V	n'uw.	V_odd	двигаться	move	x	
n'ēɕe	N	n'ēɕe.	N_even	Неще		x	
na	N	na.	N_odd	на	on	x	
nal	N	nal.	N_odd	рукоятка	handle	c	
nal	N	nal.	N_odd	сорок	forty	x	
namt	V	namt.	V_odd	думать	think	x	
nar	N	nar.	N_odd	толкнуть	push	x	
nar	V	nar.	V_odd	толкнуть	push	x	
narəŋ	ADJ	narəŋ.|narŋ.	ADJ_even	дерзкий	cheeky	x	
nas	N	nas.	N_odd	зря	in.vain	x	
nas	N	nas.	N_odd	просто	just	x	
nas	N	nas.	N_odd	простой	simple	x	
naul	V	naul.	V_even	погнать	chase	x	
naŋ	N	naŋ.	N_odd	1SG		x	
naŋ	N	naŋ.	N_odd	2SG		x	
naŋ	N	naŋ.	N_odd	3SG		x	
naŋ	N	naŋ.	N_odd	вниз	down	x	
naŋ	N	naŋ.	N_odd	словно	as.if	x	
naŋ	N	naŋ.	N_odd	ты	you	x	
naŋ	V	naŋ.	V_odd	2SG		x	
naŋk	N	naŋk.	N_odd	виднеться	be.seen	x	
naŋk	N	naŋk.	N_odd	лиственница	larch	x	
ne	N	ne.	N_odd	NEG		x	
ne	N	ne.	N_odd	женщина	woman	x	
ne	V	ne.	V_odd	показаться	appear	x	
nejl	V	nejl.	V_odd	показаться	appear	x	
nematr	N	nematr.	N_even	ничего	nothing	x	
nematər	N	nematər.	N_odd	ничего	nothing	x	
nen	N	nen.	N_odd	2DU		x	
nepak	N	nepak.	N_even	человек	person	x	
neɣ	V	neɣ.	V_odd	привязать	tie	x	
neɣl	V	neɣl.	V_odd	показаться	appear	x	
nēm	X	nēm.	X_odd	PRON.NEG	PRON.NEG	x	
nom	V	nom.	V_odd	думать	think	x	
noms	V	noms.	V_odd	думать	think	x	
not'ja	N	not'ja.	N_even	нодья	slow.log.bonfire	c	
notja	N	notja.	N_even	нодья	slow.log.bonfire	x	
noutup	N	noutup.	N_odd	шабер		c	
nox	N	nox.	N_odd	верх	top	x	
nox	N	nox.	N_odd	наверх	up	x	
noŋx	N	noŋx.	N_odd	Вверх		x	
noŋxa	N	noŋxa.	N_even	наверх	up	x	
numi	N	numi.	N_even	верхний	upper	x	
numə	N	numə.	N_even	верхний	upper	x	
nupəl	N	nupəl.|nupl.	N_even	в	in	x	
nuw	N	nuw.	N_odd	3SG		x	
nys	N	nys.	N_even	бедный	poor	x	
nysa	N	nysa.	N_odd	бедный	poor	x	
nān	N	nān.	N_odd	2PL		x	
nē	N	nē.	N_odd	жена	wife	x	
nōŋx	N	nōŋx.	N_odd	вверх	up	x	
o	N	o.	N_odd	О		x	
o	V	o.	V_odd	быть	be	x	
oj	V	oj.	V_odd	пить	drink	x	
oj	V	oj.	V_odd	уснуть	fall.asleep	x	
ojka	N	ojka.	N_even	муж	husband	x	
ojka	N	ojka.	N_even	мужчина	man	x	
ol	N	ol.	N_odd	земля	earth	x	
ol	V	ol.	V_odd	быть	be	x	
ol	V	ol.	V_odd	жить	live	x	
ole	V	ole.	V_even	быть	be	x	
ole	V	ole.	V_even	жить	live	x	
oln	N	oln.	N_odd	серебро	silver	x	
oln	V	oln.	V_odd	серебро	silver	x	
on'ɕ	V	on'ɕ.	V_odd	иметь	have	x	
on'ɕ	V	on'ɕ.	V_odd	родить	give.birth	x	
on'ɣa	N	on'ɣa.	N_even	невестка	daughter.in.law	x	
ont	V	ont.	V_odd	прибыть	arrive	c	
onɕ	V	onɕ.	V_odd	иметь	have	x	
os	ADJ	os.	ADJ_odd	толстый	thick	x	
os	N	os.	N_odd	3SG		x	
os	N	os.	N_odd	ADD		x	
os	N	os.	N_odd	Возможность	possibility	x	
os	N	os.	N_odd	толстый	thick	x	
os	N	os.	N_odd	тот	that	x	
ot	ADJ	ot.	ADJ_odd	ласковый	affectionate	x	
oter	N	oter.	N_even	богатырь	hero	x	
otr	N	otr.	N_odd	богатырь	hero	x	
oule	N	oule.	N_odd	конец	end	x	
owl	N	owl.	N_odd	вина	guilt	x	
owl	N	owl.	N_odd	конец	end	x	
owəl	N	owəl.|owl.	N_even	вина	guilt	c	
owəl	N	owəl.|owl.	N_even	конец	end	x	
oxsar	N	oxsar.	N_even	лисица	fox	x	
oxsar	V	oxsar.	V_even	лиса	fox	x	
oɕ	N	oɕ.	N_odd	плетень	fence	x	
oɕ	V	oɕ.	V_odd	иметь	have	x	
oɕmar	V	oɕmar.	V_even	хитрость	cunning	x	
p	N	p.	N_even	П		x	
paj	N	paj.	N_odd	гора	mountain	x	
pajp	N	pajp.	N_odd	пайва		x	
pal'	N	pal'.	N_odd	ухо	ear	x	
pal'tilt	V	pal'tilt.	V_even	услышать	hear	x	
pali	N	pali.	N_even	длина	length	x	
palt	N	palt.	N_odd	в	in	x	
palt	N	palt.	N_odd	часть	part	x	
palt	V	palt.	V_odd	разжечь	kindle	x	
pan'ɕi	ADJ	pan'ɕi.	ADJ_even	простой	simple	c	
pas	N	pas.	N_odd	предел	limit	c	
pasən	N	pasən.|pasn.	N_even	стол	table	x	
pat	N	pat.	N_odd	падать	fall	x	
pat	N	pat.	N_odd	только	only	x	
pat	N	pat.	N_odd	утка	duck	x	
pat	V	pat.	V_odd	начать	start	x	
pat	V	pat.	V_odd	стать	become	x	
pat	V	pat.	V_odd	упасть	fall	x	
patr	V	patr.	V_odd	скрыться	hide	x	
pats	N	pats.	N_odd	начать	start	x	
patt	V	patt.	V_odd	уронить	drop	x	
patta	N	patta.	N_even	конец	end	x	
patta	N	patta.	N_even	полозья	slides	x	
patər	V	patər.|patr.	V_even	исчезать	disappear	x	
paul	N	paul.	N_even	деревня	village	x	
pawar	V	pawar.	V_even	свергнуться	topple	x	
pawl	N	pawl.	N_odd	посёлок	village	x	
paxt	V	paxt.	V_odd	бросить	throw	x	
paŋk	V	paŋk.	V_odd	грязь	mud	x	
pel	V	pel.	V_odd	прокол	puncture	x	
pel	V	pel.	V_odd	проткнуть	pierce	x	
pelp	N	pelp.	N_odd	острый	sharp	x	
pen	V	pen.	V_odd	вложить	put.in	x	
per	N	per.	N_odd	брус	beam	c	
perj	V	perj.	V_odd	выбрать	choose	x	
pes	N	pes.	N_odd	прежде	before	x	
pet	V	pet.	V_odd	опускать	lower	x	
peɕ	N	peɕ.	N_odd	бедро	thigh	x	
peɣr	V	peɣr.	V_odd	обознаться	be.mistaken	с	
pérmt	V	pérmt.	V_odd	повернуть	turn	x	
pin	V	pin.	V_odd	класть	lay	x	
pin	V	pin.	V_odd	ставить	put	x	
pirwa	N	pirwa.	N_even	утка	duck	x	
piɣ	N	piɣ.	N_odd	мальчик	boy	x	
piɣriɕ	N	piɣriɕ.	N_even	мальчик	boy	x	
pojk	V	pojk.	V_odd	молитва	prayer	x	
pojk	V	pojk.	V_odd	мольба	plea	x	
pojt	V	pojt.	V_odd	перестать	cease	x	
pojt	V	pojt.	V_odd	успокоиться	calm.down	x	
pon	V	pon.	V_odd	давить	press	c	
pon	V	pon.	V_odd	сучить		x	
ponal	N	ponal.	N_even	крапива	nettle	c	
por	N	por.	N_odd	время	time	x	
por	N	por.	N_odd	по	by	x	
pori	N	pori.	N_even	поперечный	transverse	c	
porne	N	porne.	N_even	Порнэ		x	
pors	V	pors.	V_odd	сор	litter	x	
porx	N	porx.	N_odd	туловище	torso	x	
porəɣ	V	porəɣ.|porɣ.	V_even	прыгать	jump	x	
pos	V	pos.	V_odd	гнать	chase	x	
pos	V	pos.	V_odd	гнать(скот)		x	
pos	V	pos.	V_odd	доить(коров)		x	
posum	N	posum.	N_even	корма	stern	c	
poter	N	poter.	N_even	разговор	conversation	x	
poti	N	poti.	N_even	грудь	chest	c	
potəlma	N	potəlma.	N_odd	шум	noise	x	
potər	N	potər.|potr.	N_even	речь	speech	x	
potər	V	potər.|potr.	V_even	речь	speech	x	
powart	V	powart.	V_even	выкатывать	roll.out	x	
pox	N	pox.	N_odd	сторона	side	x	
poxatur	N	poxatur.	N_odd	богатырь	hero	x	
poxs	N	poxs.	N_odd	свищ	fistula	c	
poxt	N	poxt.	N_odd	причалить	moor	x	
poxt	V	poxt.	V_odd	пристать	harass	x	
poxt	V	poxt.	V_odd	причалить	moor	x	
poxt	V	poxt.	V_odd	схватить	grab	x	
poŋ	N	poŋ.	N_odd	стадо	herd	x	
poŋ	V	poŋ.	V_odd	нарвать	pick	x	
poɕɣ	V	poɕɣ.	V_odd	вить	twist	с	
ppwo	N	ppwo.	N_odd	богатырь	hero	x	
puki	N	puki.	N_even	брюхо	belly	x	
pulpe	N	pulpe.	N_even	пробка	cork	x	
pum	N	pum.	N_odd	Трава		x	
pup	N	pup.	N_odd	ушко	ear	x	
pupa	N	pupa.	N_even	дух	spirit	x	
pupīɣ	N	pupīɣ.	N_even	покровитель	patron	x	
